Genero;Edad;Altura;Peso;Antecedentes_sobrepeso;Fruta_diaria;Verduras_semanales;Metodo_transporte;IMC;Estado
Hombre;25;166;69;No;1;5;Andando;25.04;Sobrepeso
Mujer;25;185;103;Si;1;1;Transporte_Publico;30.09;Obesidad
Hombre;21;176;85;Si;2;5;Transporte_Publico;27.44;Sobrepeso
Hombre;18;193;108;No;1;4;Transporte_Publico;28.99;Sobrepeso
Mujer;62;157;64;Si;2;3;Transporte_Publico;25.96;Sobrepeso
Mujer;49;148;56;Si;1;6;Transporte_Publico;25.57;Sobrepeso
Hombre;28;167;67;No;3;14;Transporte_Publico;24.02;Normal
Mujer;59;158;60;No;5;10;Andando;24.03;Normal
Hombre;19;168;66;Si;2;8;Transporte_Publico;23.38;Normal
Hombre;62;176;66;Si;3;10;Transporte_Publico;21.31;Normal
Mujer;22;169;82;No;2;3;Transporte_Publico;28.71;Sobrepeso
Hombre;27;188;71;Si;3;10;Transporte_Publico;20.09;Normal
Mujer;40;152;35;No;3;6;Andando;15.15;Delgadez
Hombre;32;177;85;Si;1;5;Transporte_Publico;27.13;Sobrepeso
Hombre;57;180;72;No;5;13;Coche;22.22;Normal
Hombre;62;183;67;Si;2;12;Transporte_Publico;20.01;Normal
Mujer;28;160;58;Si;5;13;Transporte_Publico;22.66;Normal
Mujer;35;163;55;No;4;11;Coche;20.7;Normal
Hombre;36;174;94;No;0;1;Transporte_Publico;31.05;Obesidad
Hombre;60;149;62;No;2;4;Coche;27.93;Sobrepeso
Mujer;30;190;87;Si;2;13;Transporte_Publico;24.1;Normal
Hombre;34;167;59;Si;4;10;Coche;21.16;Normal
Mujer;39;188;90;No;1;6;Transporte_Publico;25.46;Sobrepeso
Mujer;56;154;39;No;2;9;Transporte_Publico;16.44;Delgadez
Hombre;30;171;58;No;3;12;Transporte_Publico;19.84;Normal
Hombre;63;163;55;Si;5;10;Transporte_Publico;20.7;Normal
Hombre;51;154;36;No;1;7;Andando;15.18;Delgadez
Mujer;19;151;31;No;2;2;Transporte_Publico;13.6;Delgadez
Mujer;25;170;91;No;1;1;Transporte_Publico;31.49;Obesidad
Hombre;35;152;33;No;3;9;Transporte_Publico;14.28;Delgadez
Hombre;53;171;61;No;2;11;Andando;20.86;Normal
Mujer;20;187;77;Si;3;14;Coche;22.02;Normal
Mujer;39;173;73;Si;4;11;Transporte_Publico;24.39;Normal
Hombre;37;176;58;Si;4;12;Transporte_Publico;18.72;Normal
Hombre;37;169;63;No;2;13;Transporte_Publico;22.06;Normal
Hombre;59;157;77;No;1;4;Andando;31.24;Obesidad
Mujer;44;188;97;No;2;3;Transporte_Publico;27.44;Sobrepeso
Mujer;50;174;56;Si;2;3;Transporte_Publico;18.5;Delgadez
Hombre;41;193;78;No;3;11;Transporte_Publico;20.94;Normal
Hombre;20;162;69;No;2;4;Transporte_Publico;26.29;Sobrepeso
Hombre;59;146;33;Si;1;3;Transporte_Publico;15.48;Delgadez
Hombre;59;154;52;Si;2;14;Transporte_Publico;21.93;Normal
Hombre;62;155;47;Si;4;14;Transporte_Publico;19.56;Normal
Hombre;62;179;73;No;3;13;Transporte_Publico;22.78;Normal
Mujer;30;168;58;No;3;13;Transporte_Publico;20.55;Normal
Hombre;33;162;43;Si;1;7;Andando;16.38;Delgadez
Hombre;24;153;66;Si;1;3;Andando;28.19;Sobrepeso
Hombre;21;149;56;No;2;6;Transporte_Publico;25.22;Sobrepeso
Hombre;30;181;101;No;2;4;Andando;30.83;Obesidad
Mujer;19;169;65;No;4;10;Andando;22.76;Normal
Mujer;59;195;118;Si;2;2;Andando;31.03;Obesidad
Mujer;35;193;84;No;3;10;Coche;22.55;Normal
Mujer;19;147;37;Si;1;7;Transporte_Publico;17.12;Delgadez
Mujer;37;163;63;No;2;8;Transporte_Publico;23.71;Normal
Hombre;56;165;74;No;1;4;Andando;27.18;Sobrepeso
Mujer;22;156;56;Si;4;11;Coche;23.01;Normal
Hombre;58;186;69;No;5;10;Coche;19.94;Normal
Mujer;37;197;112;Si;2;5;Transporte_Publico;28.86;Sobrepeso
Hombre;21;187;108;No;1;1;Transporte_Publico;30.88;Obesidad
Mujer;57;158;58;Si;4;9;Transporte_Publico;23.23;Normal
Mujer;56;148;51;No;2;12;Coche;23.28;Normal
Hombre;62;161;65;Si;2;6;Transporte_Publico;25.08;Sobrepeso
Hombre;60;172;85;Si;1;4;Transporte_Publico;28.73;Sobrepeso
Hombre;28;169;65;Si;5;7;Bicicleta;22.76;Normal
Hombre;23;149;55;Si;2;12;Coche;24.77;Normal
Mujer;52;161;41;Si;2;7;Transporte_Publico;15.82;Delgadez
Mujer;34;162;54;Si;5;12;Coche;20.58;Normal
Hombre;51;154;64;No;2;5;Transporte_Publico;26.99;Sobrepeso
Hombre;50;183;66;Si;5;7;Transporte_Publico;19.71;Normal
Hombre;61;153;47;No;5;7;Transporte_Publico;20.08;Normal
Mujer;20;188;109;No;1;1;Coche;30.84;Obesidad
Mujer;19;148;32;No;1;8;Transporte_Publico;14.61;Delgadez
Hombre;38;172;87;No;1;5;Coche;29.41;Sobrepeso
Hombre;33;156;68;No;1;4;Coche;27.94;Sobrepeso
Mujer;19;155;45;No;3;10;Coche;18.73;Normal
Hombre;64;149;49;No;3;7;Transporte_Publico;22.07;Normal
Hombre;30;161;84;Si;1;1;Transporte_Publico;32.41;Obesidad
Hombre;51;183;79;Si;3;11;Andando;23.59;Normal
Hombre;19;198;102;No;2;6;Bicicleta;26.02;Sobrepeso
Hombre;40;164;54;No;5;12;Transporte_Publico;20.08;Normal
Mujer;48;161;55;No;3;12;Transporte_Publico;21.22;Normal
Hombre;55;151;37;No;2;8;Coche;16.23;Delgadez
Mujer;32;148;32;No;3;4;Andando;14.61;Delgadez
Mujer;37;156;68;Si;2;3;Transporte_Publico;27.94;Sobrepeso
Mujer;22;188;79;Si;5;7;Transporte_Publico;22.35;Normal
Mujer;64;198;92;No;2;14;Bicicleta;23.47;Normal
Hombre;45;157;41;No;2;4;Transporte_Publico;16.63;Delgadez
Mujer;44;168;76;Si;1;3;Transporte_Publico;26.93;Sobrepeso
Hombre;39;178;98;No;2;3;Transporte_Publico;30.93;Obesidad
Mujer;46;194;86;Si;5;13;Andando;22.85;Normal
Hombre;34;149;63;Si;1;6;Transporte_Publico;28.38;Sobrepeso
Hombre;35;166;49;No;3;7;Transporte_Publico;17.78;Delgadez
Mujer;31;189;104;Si;2;4;Transporte_Publico;29.11;Sobrepeso
Mujer;49;198;81;Si;5;12;Transporte_Publico;20.66;Normal
Mujer;33;170;55;Si;5;13;Coche;19.03;Normal
Hombre;53;171;89;No;2;4;Transporte_Publico;30.44;Obesidad
Hombre;62;196;109;Si;2;3;Transporte_Publico;28.37;Sobrepeso
Hombre;57;186;102;Si;1;4;Bicicleta;29.48;Sobrepeso
Hombre;26;177;84;No;1;3;Transporte_Publico;26.81;Sobrepeso
Hombre;61;162;55;No;3;13;Transporte_Publico;20.96;Normal
Hombre;30;193;92;No;3;8;Andando;24.7;Normal
Mujer;47;194;88;Si;4;12;Coche;23.38;Normal
Hombre;64;198;120;Si;2;4;Coche;30.61;Obesidad
Hombre;23;158;50;No;4;10;Transporte_Publico;20.03;Normal
Hombre;52;191;84;No;5;12;Coche;23.03;Normal
Mujer;18;170;83;Si;2;4;Andando;28.72;Sobrepeso
Hombre;37;177;95;No;1;2;Transporte_Publico;30.32;Obesidad
Mujer;46;173;63;Si;4;9;Transporte_Publico;21.05;Normal
Hombre;54;193;93;Si;5;13;Transporte_Publico;24.97;Normal
Mujer;36;197;119;Si;2;1;Transporte_Publico;30.66;Obesidad
Hombre;20;148;38;No;3;5;Coche;17.35;Delgadez
Hombre;25;198;105;Si;2;4;Transporte_Publico;26.78;Sobrepeso
Hombre;31;174;69;No;4;13;Coche;22.79;Normal
Hombre;26;184;83;Si;2;13;Andando;24.52;Normal
Hombre;50;162;84;No;0;3;Coche;32.01;Obesidad
Hombre;39;195;107;No;1;3;Transporte_Publico;28.14;Sobrepeso
Hombre;57;154;34;Si;3;8;Transporte_Publico;14.34;Delgadez
Hombre;36;183;65;No;5;11;Transporte_Publico;19.41;Normal
Hombre;28;187;87;No;4;7;Coche;24.88;Normal
Hombre;38;192;96;No;2;6;Coche;26.04;Sobrepeso
Hombre;60;178;98;No;1;4;Bicicleta;30.93;Obesidad
Hombre;56;152;60;No;1;5;Andando;25.97;Sobrepeso
Hombre;64;170;73;No;2;4;Andando;25.26;Sobrepeso
Mujer;56;154;61;No;2;6;Transporte_Publico;25.72;Sobrepeso
Hombre;25;169;64;Si;3;10;Transporte_Publico;22.41;Normal
Mujer;39;181;79;Si;3;8;Transporte_Publico;24.11;Normal
Hombre;23;164;52;No;3;7;Transporte_Publico;19.33;Normal
Hombre;50;182;66;No;2;10;Coche;19.93;Normal
Hombre;58;189;81;Si;2;12;Transporte_Publico;22.68;Normal
Mujer;64;190;94;Si;2;4;Transporte_Publico;26.04;Sobrepeso
Hombre;44;187;70;No;5;14;Transporte_Publico;20.02;Normal
Mujer;27;154;50;No;3;13;Transporte_Publico;21.08;Normal
Hombre;38;181;87;Si;2;6;Coche;26.56;Sobrepeso
Mujer;52;190;101;No;1;3;Transporte_Publico;27.98;Sobrepeso
Mujer;52;146;39;No;2;4;Coche;18.3;Delgadez
Mujer;24;186;67;Si;3;10;Andando;19.37;Normal
Mujer;28;149;35;Si;3;8;Coche;15.77;Delgadez
Mujer;50;150;63;Si;1;5;Transporte_Publico;28;Sobrepeso
Mujer;63;157;56;Si;4;8;Coche;22.72;Normal
Mujer;20;194;105;No;1;4;Transporte_Publico;27.9;Sobrepeso
Hombre;64;176;78;Si;2;6;Andando;25.18;Sobrepeso
Hombre;57;160;44;Si;3;4;Transporte_Publico;17.19;Delgadez
Hombre;33;192;96;Si;2;4;Transporte_Publico;26.04;Sobrepeso
Mujer;62;182;94;Si;2;4;Transporte_Publico;28.38;Sobrepeso
Hombre;60;153;74;Si;0;1;Transporte_Publico;31.61;Obesidad
Hombre;23;168;59;No;3;11;Transporte_Publico;20.9;Normal
Mujer;36;158;50;No;2;7;Transporte_Publico;20.03;Normal
Mujer;48;161;86;No;0;4;Transporte_Publico;33.18;Obesidad
Hombre;37;197;114;Si;1;6;Transporte_Publico;29.37;Sobrepeso
Hombre;46;175;95;No;1;1;Transporte_Publico;31.02;Obesidad
Hombre;59;159;69;No;1;4;Coche;27.29;Sobrepeso
Mujer;57;196;121;No;2;3;Coche;31.5;Obesidad
Mujer;21;195;84;No;3;10;Transporte_Publico;22.09;Normal
Hombre;24;182;88;No;2;3;Transporte_Publico;26.57;Sobrepeso
Mujer;36;198;121;No;0;2;Transporte_Publico;30.86;Obesidad
Mujer;52;198;87;Si;2;7;Transporte_Publico;22.19;Normal
Hombre;47;153;61;No;2;4;Transporte_Publico;26.06;Sobrepeso
Hombre;55;172;92;Si;1;4;Transporte_Publico;31.1;Obesidad
Mujer;19;187;90;Si;1;6;Transporte_Publico;25.74;Sobrepeso
Hombre;29;161;79;Si;2;4;Transporte_Publico;30.48;Obesidad
Hombre;24;160;53;No;2;10;Coche;20.7;Normal
Hombre;54;186;105;No;2;2;Transporte_Publico;30.35;Obesidad
Hombre;55;168;81;Si;2;5;Andando;28.7;Sobrepeso
Mujer;33;184;88;No;2;5;Transporte_Publico;25.99;Sobrepeso
Hombre;52;185;68;Si;4;12;Coche;19.87;Normal
Hombre;44;169;76;No;2;5;Coche;26.61;Sobrepeso
Mujer;49;155;57;Si;3;10;Transporte_Publico;23.73;Normal
Mujer;29;156;59;Si;2;14;Transporte_Publico;24.24;Normal
Mujer;24;159;66;No;2;4;Transporte_Publico;26.11;Sobrepeso
Mujer;59;198;81;No;2;11;Transporte_Publico;20.66;Normal
Mujer;56;164;52;Si;5;12;Transporte_Publico;19.33;Normal
Mujer;38;162;58;No;3;7;Transporte_Publico;22.1;Normal
Hombre;36;185;70;Si;3;10;Transporte_Publico;20.45;Normal
Mujer;62;153;58;Si;5;12;Transporte_Publico;24.78;Normal
Mujer;60;186;105;Si;0;3;Transporte_Publico;30.35;Obesidad
Mujer;22;197;106;Si;1;5;Transporte_Publico;27.31;Sobrepeso
Hombre;32;160;78;Si;0;1;Transporte_Publico;30.47;Obesidad
Mujer;57;176;87;Si;1;6;Transporte_Publico;28.09;Sobrepeso
Mujer;52;172;97;No;0;3;Transporte_Publico;32.79;Obesidad
Hombre;50;155;41;No;3;7;Transporte_Publico;17.07;Delgadez
Mujer;23;146;48;Si;3;7;Transporte_Publico;22.52;Normal
Mujer;58;197;91;No;3;12;Transporte_Publico;23.45;Normal
Mujer;50;176;84;No;2;3;Coche;27.12;Sobrepeso
Hombre;51;148;71;Si;2;1;Transporte_Publico;32.41;Obesidad
Hombre;34;170;87;Si;0;4;Transporte_Publico;30.1;Obesidad
Hombre;42;166;49;No;3;9;Bicicleta;17.78;Delgadez
Hombre;44;166;65;Si;2;13;Andando;23.59;Normal
Mujer;63;184;75;Si;5;7;Transporte_Publico;22.15;Normal
Hombre;58;191;76;No;5;7;Transporte_Publico;20.83;Normal
Hombre;40;191;110;Si;0;3;Transporte_Publico;30.15;Obesidad
Hombre;64;159;63;Si;5;7;Coche;24.92;Normal
Hombre;47;186;67;No;4;10;Bicicleta;19.37;Normal
Mujer;64;189;89;Si;2;9;Transporte_Publico;24.92;Normal
Hombre;65;195;103;No;1;3;Bicicleta;27.09;Sobrepeso
Hombre;27;162;47;Si;3;2;Transporte_Publico;17.91;Delgadez
Hombre;23;147;52;No;4;11;Transporte_Publico;24.06;Normal
Mujer;44;160;48;No;4;9;Transporte_Publico;18.75;Normal
Mujer;57;171;92;No;0;4;Transporte_Publico;31.46;Obesidad
Mujer;31;179;59;Si;2;8;Transporte_Publico;18.41;Delgadez
Mujer;58;167;68;Si;2;14;Transporte_Publico;24.38;Normal
Mujer;55;188;87;Si;3;12;Transporte_Publico;24.62;Normal
Mujer;53;181;95;Si;2;4;Transporte_Publico;29;Sobrepeso
Mujer;52;152;44;Si;5;8;Transporte_Publico;19.04;Normal
Mujer;43;173;72;Si;5;11;Transporte_Publico;24.06;Normal
Mujer;29;154;56;No;5;8;Transporte_Publico;23.61;Normal
Hombre;57;156;76;Si;2;3;Transporte_Publico;31.23;Obesidad
Hombre;20;192;105;No;2;3;Transporte_Publico;28.48;Sobrepeso
Hombre;38;188;85;Si;2;13;Transporte_Publico;24.05;Normal
Mujer;52;178;95;Si;1;1;Transporte_Publico;29.98;Obesidad
Mujer;49;167;55;Si;2;11;Transporte_Publico;19.72;Normal
Mujer;24;198;89;Si;2;8;Transporte_Publico;22.7;Normal
Mujer;47;196;98;Si;1;6;Transporte_Publico;25.51;Sobrepeso
Mujer;56;152;66;No;1;5;Transporte_Publico;28.57;Sobrepeso
Mujer;50;164;66;No;4;14;Transporte_Publico;24.54;Normal
Mujer;23;175;62;Si;3;11;Transporte_Publico;20.24;Normal
Mujer;46;152;54;Si;2;14;Transporte_Publico;23.37;Normal
Mujer;59;192;87;No;5;9;Transporte_Publico;23.6;Normal
Mujer;36;158;52;Si;2;7;Transporte_Publico;20.83;Normal
Mujer;23;152;32;No;3;4;Transporte_Publico;13.85;Delgadez
Mujer;37;160;66;Si;2;5;Transporte_Publico;25.78;Sobrepeso
Mujer;35;164;52;Si;2;12;Transporte_Publico;19.33;Normal
Mujer;39;198;114;No;2;5;Transporte_Publico;29.08;Sobrepeso
Mujer;29;153;68;Si;2;3;Transporte_Publico;29.05;Sobrepeso
Mujer;56;157;53;Si;3;7;Transporte_Publico;21.5;Normal
Mujer;42;151;65;No;2;5;Transporte_Publico;28.51;Sobrepeso
Mujer;41;166;77;Si;1;5;Transporte_Publico;27.94;Sobrepeso
Mujer;40;173;73;Si;3;14;Transporte_Publico;24.39;Normal
Mujer;25;191;79;No;5;12;Transporte_Publico;21.66;Normal
Mujer;40;146;41;Si;2;11;Transporte_Publico;19.23;Normal
Hombre;34;167;77;No;1;5;Coche;27.61;Sobrepeso
Hombre;50;167;85;Si;2;1;Coche;30.48;Obesidad
Hombre;36;151;59;No;1;3;Coche;25.88;Sobrepeso
Hombre;62;171;71;No;3;7;Transporte_Publico;24.28;Normal
Hombre;19;178;84;No;1;3;Transporte_Publico;26.51;Sobrepeso
Hombre;39;167;87;Si;0;2;Transporte_Publico;31.2;Obesidad
Mujer;48;183;98;Si;2;5;Transporte_Publico;29.26;Sobrepeso
Mujer;49;192;81;Si;3;10;Transporte_Publico;21.97;Normal
Mujer;57;185;76;No;5;12;Transporte_Publico;22.21;Normal
Mujer;52;165;67;Si;5;9;Transporte_Publico;24.61;Normal
Mujer;62;153;59;Si;1;3;Transporte_Publico;25.2;Sobrepeso
Mujer;28;171;64;Si;3;10;Transporte_Publico;21.89;Normal
Mujer;62;182;75;No;5;14;Transporte_Publico;22.64;Normal
Mujer;47;196;91;No;2;13;Transporte_Publico;23.69;Normal
Mujer;55;196;83;No;3;10;Transporte_Publico;21.61;Normal
Mujer;21;160;81;No;2;1;Transporte_Publico;31.64;Obesidad
Mujer;49;178;78;Si;4;9;Transporte_Publico;24.62;Normal
Mujer;36;148;54;Si;5;13;Transporte_Publico;24.65;Normal
Mujer;44;164;68;Si;1;3;Transporte_Publico;25.28;Sobrepeso
Mujer;59;185;67;No;2;7;Transporte_Publico;19.58;Normal
Mujer;50;154;69;Si;2;4;Transporte_Publico;29.09;Sobrepeso
Hombre;61;175;90;Si;1;5;Transporte_Publico;29.39;Sobrepeso
Hombre;18;154;48;No;5;10;Transporte_Publico;20.24;Normal
Hombre;35;160;40;Si;2;4;Transporte_Publico;15.63;Delgadez
Hombre;55;178;76;No;3;12;Transporte_Publico;23.99;Normal
Hombre;63;190;89;Si;4;11;Transporte_Publico;24.65;Normal
Hombre;43;153;33;No;2;8;Transporte_Publico;14.1;Delgadez
Hombre;42;192;98;No;2;3;Coche;26.58;Sobrepeso
Hombre;19;168;69;No;4;7;Coche;24.45;Normal
Hombre;18;171;78;Si;1;4;Coche;26.67;Sobrepeso
Mujer;50;157;44;Si;2;9;Transporte_Publico;17.85;Delgadez
Mujer;43;167;91;No;0;4;Transporte_Publico;32.63;Obesidad
Mujer;61;198;91;Si;2;7;Transporte_Publico;23.21;Normal
Hombre;53;178;86;Si;1;3;Coche;27.14;Sobrepeso
Hombre;24;173;77;No;2;4;Coche;25.73;Sobrepeso
Hombre;26;169;66;Si;5;12;Coche;23.11;Normal
Mujer;55;148;34;Si;3;9;Transporte_Publico;15.52;Delgadez
Mujer;63;148;53;Si;3;13;Transporte_Publico;24.2;Normal
Mujer;38;194;104;Si;2;5;Transporte_Publico;27.63;Sobrepeso
Mujer;27;168;84;Si;2;4;Transporte_Publico;29.76;Sobrepeso
Mujer;24;161;45;No;1;5;Transporte_Publico;17.36;Delgadez
Mujer;57;165;53;Si;5;11;Transporte_Publico;19.47;Normal
Mujer;52;179;101;No;2;3;Transporte_Publico;31.52;Obesidad
Mujer;63;191;75;Si;4;14;Transporte_Publico;20.56;Normal
Mujer;51;155;78;Si;1;1;Transporte_Publico;32.47;Obesidad
Mujer;20;150;51;Si;2;7;Transporte_Publico;22.67;Normal
Mujer;46;147;40;Si;3;8;Transporte_Publico;18.51;Normal
Mujer;54;179;85;No;1;3;Transporte_Publico;26.53;Sobrepeso
Hombre;33;189;81;No;2;14;Coche;22.68;Normal
Hombre;53;194;95;Si;2;4;Coche;25.24;Sobrepeso
Hombre;58;178;103;Si;0;2;Coche;32.51;Obesidad
Mujer;22;178;66;Si;2;7;Transporte_Publico;20.83;Normal
Mujer;43;174;90;No;2;4;Transporte_Publico;29.73;Sobrepeso
Mujer;27;198;98;Si;4;13;Transporte_Publico;25;Normal
Mujer;37;152;51;No;4;14;Transporte_Publico;22.07;Normal
Mujer;19;162;60;No;5;8;Transporte_Publico;22.86;Normal
Mujer;35;168;64;No;4;13;Transporte_Publico;22.68;Normal
Mujer;34;190;112;Si;0;3;Transporte_Publico;31.02;Obesidad
Mujer;19;194;118;Si;1;4;Transporte_Publico;31.35;Obesidad
Mujer;37;154;77;No;0;4;Transporte_Publico;32.47;Obesidad
Hombre;18;159;77;Si;2;2;Coche;30.46;Obesidad
Hombre;29;153;57;No;2;13;Coche;24.35;Normal
Hombre;40;146;50;Si;2;9;Coche;23.46;Normal
Hombre;49;181;102;Si;0;3;Coche;31.13;Obesidad
Hombre;26;146;40;No;3;9;Coche;18.77;Normal
Hombre;48;169;75;No;1;4;Coche;26.26;Sobrepeso
Hombre;26;194;108;No;1;3;Transporte_Publico;28.7;Sobrepeso
Hombre;28;166;86;No;1;3;Transporte_Publico;31.21;Obesidad
Hombre;29;167;84;Si;2;1;Transporte_Publico;30.12;Obesidad
Mujer;58;191;75;No;5;10;Transporte_Publico;20.56;Normal
Mujer;57;184;83;No;3;13;Transporte_Publico;24.52;Normal
Mujer;19;192;100;No;2;5;Transporte_Publico;27.13;Sobrepeso
Mujer;54;154;65;No;2;5;Transporte_Publico;27.41;Sobrepeso
Mujer;41;158;60;No;3;7;Transporte_Publico;24.03;Normal
Mujer;57;150;48;Si;4;8;Transporte_Publico;21.33;Normal
Hombre;45;178;96;Si;2;4;Transporte_Publico;30.3;Obesidad
Hombre;56;165;72;Si;2;4;Transporte_Publico;26.45;Sobrepeso
Hombre;43;177;63;Si;2;10;Transporte_Publico;20.11;Normal
Hombre;35;158;67;No;1;4;Transporte_Publico;26.84;Sobrepeso
Mujer;27;183;93;No;2;6;Transporte_Publico;27.77;Sobrepeso
Mujer;60;187;109;Si;2;2;Transporte_Publico;31.17;Obesidad
Mujer;56;158;83;No;1;1;Transporte_Publico;33.25;Obesidad
Mujer;65;157;79;Si;2;1;Transporte_Publico;32.05;Obesidad
Mujer;21;151;46;Si;3;7;Transporte_Publico;20.17;Normal
Mujer;29;186;83;No;5;8;Transporte_Publico;23.99;Normal
Mujer;19;187;104;Si;1;3;Transporte_Publico;29.74;Sobrepeso
Hombre;62;185;65;No;3;9;Coche;18.99;Normal
Mujer;61;156;70;Si;2;6;Transporte_Publico;28.76;Sobrepeso
Mujer;54;189;105;No;2;4;Transporte_Publico;29.39;Sobrepeso
Mujer;25;187;106;No;2;4;Transporte_Publico;30.31;Obesidad
Mujer;59;169;55;Si;2;12;Transporte_Publico;19.26;Normal
Mujer;59;165;78;Si;1;3;Transporte_Publico;28.65;Sobrepeso
Mujer;42;171;77;No;2;4;Transporte_Publico;26.33;Sobrepeso
Hombre;65;147;57;No;1;6;Transporte_Publico;26.38;Sobrepeso
Hombre;47;177;59;Si;5;13;Transporte_Publico;18.83;Normal
Hombre;62;190;98;Si;2;6;Coche;27.15;Sobrepeso
Mujer;40;182;69;Si;3;7;Transporte_Publico;20.83;Normal
Hombre;18;163;70;Si;2;3;Coche;26.35;Sobrepeso
Mujer;24;159;56;Si;3;9;Transporte_Publico;22.15;Normal
Mujer;30;180;71;No;4;7;Transporte_Publico;21.91;Normal
Mujer;51;198;87;No;3;13;Transporte_Publico;22.19;Normal
Mujer;53;186;99;No;2;6;Transporte_Publico;28.62;Sobrepeso
Hombre;52;189;107;No;1;2;Coche;29.95;Obesidad
Mujer;38;194;106;Si;2;4;Transporte_Publico;28.16;Sobrepeso
Mujer;37;152;52;No;4;8;Transporte_Publico;22.51;Normal
Mujer;45;171;66;No;5;10;Transporte_Publico;22.57;Normal
Hombre;23;152;38;No;1;8;Coche;16.45;Delgadez
Hombre;44;168;52;No;1;8;Coche;18.42;Delgadez
Hombre;39;195;95;Si;5;13;Transporte_Publico;24.98;Normal
Mujer;50;162;54;Si;3;10;Transporte_Publico;20.58;Normal
Mujer;26;167;84;No;0;4;Transporte_Publico;30.12;Obesidad
Hombre;45;167;86;Si;2;2;Transporte_Publico;30.84;Obesidad
Hombre;29;180;80;Si;5;9;Transporte_Publico;24.69;Normal
Hombre;60;160;61;No;4;8;Coche;23.83;Normal
Mujer;40;167;66;No;3;14;Transporte_Publico;23.67;Normal
Mujer;43;148;70;Si;1;3;Transporte_Publico;31.96;Obesidad
Mujer;18;196;108;No;1;6;Transporte_Publico;28.11;Sobrepeso
Mujer;49;169;90;Si;2;1;Transporte_Publico;31.51;Obesidad
Mujer;35;197;93;Si;4;11;Transporte_Publico;23.96;Normal
Mujer;30;191;109;No;1;4;Transporte_Publico;29.88;Sobrepeso
Mujer;26;165;68;Si;4;7;Transporte_Publico;24.98;Normal
Mujer;59;180;73;No;2;8;Transporte_Publico;22.53;Normal
Mujer;58;186;104;No;1;3;Transporte_Publico;30.06;Obesidad
Mujer;19;161;74;No;1;3;Transporte_Publico;28.55;Sobrepeso
Mujer;64;187;73;No;4;13;Transporte_Publico;20.88;Normal
Mujer;56;161;82;Si;1;3;Transporte_Publico;31.63;Obesidad
Mujer;36;165;68;No;3;7;Transporte_Publico;24.98;Normal
Mujer;65;196;76;Si;3;9;Transporte_Publico;19.78;Normal
Mujer;50;170;55;Si;3;9;Transporte_Publico;19.03;Normal
Mujer;42;198;108;Si;1;3;Transporte_Publico;27.55;Sobrepeso
Mujer;20;183;71;No;2;8;Transporte_Publico;21.2;Normal
Mujer;34;160;83;No;2;4;Transporte_Publico;32.42;Obesidad
Mujer;30;175;93;No;2;2;Transporte_Publico;30.37;Obesidad
Mujer;44;192;94;Si;2;5;Transporte_Publico;25.5;Sobrepeso
Mujer;65;178;59;Si;3;13;Transporte_Publico;18.62;Normal
Mujer;64;198;103;Si;1;5;Transporte_Publico;26.27;Sobrepeso
Hombre;25;146;34;Si;2;9;Coche;15.95;Delgadez
Hombre;60;146;52;No;3;7;Coche;24.39;Normal
Hombre;19;187;69;No;4;8;Coche;19.73;Normal
Hombre;43;147;69;Si;2;2;Transporte_Publico;31.93;Obesidad
Mujer;30;168;74;No;1;6;Transporte_Publico;26.22;Sobrepeso
Hombre;21;188;109;Si;0;2;Transporte_Publico;30.84;Obesidad
Mujer;53;181;80;No;3;13;Transporte_Publico;24.42;Normal
Mujer;32;152;55;No;3;8;Transporte_Publico;23.81;Normal
Mujer;50;170;52;Si;1;2;Transporte_Publico;17.99;Delgadez
Mujer;39;184;82;Si;5;10;Transporte_Publico;24.22;Normal
Mujer;47;197;112;No;1;4;Transporte_Publico;28.86;Sobrepeso
Mujer;47;171;94;Si;2;4;Transporte_Publico;32.15;Obesidad
Mujer;62;168;66;Si;4;12;Transporte_Publico;23.38;Normal
Hombre;54;184;77;No;5;12;Transporte_Publico;22.74;Normal
Mujer;56;187;80;Si;5;10;Transporte_Publico;22.88;Normal
Mujer;35;173;94;No;1;4;Transporte_Publico;31.41;Obesidad
Mujer;27;171;56;Si;2;10;Transporte_Publico;19.15;Normal
Mujer;27;186;109;Si;2;3;Transporte_Publico;31.51;Obesidad
Mujer;57;175;90;No;1;6;Transporte_Publico;29.39;Sobrepeso
Mujer;59;163;46;Si;2;7;Transporte_Publico;17.31;Delgadez
Mujer;22;171;85;No;1;3;Transporte_Publico;29.07;Sobrepeso
Hombre;34;194;90;No;4;10;Transporte_Publico;23.91;Normal
Mujer;24;166;72;Si;1;4;Transporte_Publico;26.13;Sobrepeso
Hombre;34;149;35;No;3;4;Transporte_Publico;15.77;Delgadez
Hombre;64;168;51;Si;2;6;Transporte_Publico;18.07;Delgadez
Hombre;63;174;77;No;2;6;Transporte_Publico;25.43;Sobrepeso
Hombre;29;162;47;Si;3;8;Transporte_Publico;17.91;Delgadez
Hombre;50;153;53;Si;5;7;Coche;22.64;Normal
Hombre;59;194;76;Si;5;12;Coche;20.19;Normal
Hombre;60;177;62;No;2;13;Coche;19.79;Normal
Mujer;28;186;76;No;2;7;Transporte_Publico;21.97;Normal
Mujer;65;164;49;Si;2;9;Transporte_Publico;18.22;Delgadez
Mujer;44;156;63;Si;2;3;Transporte_Publico;25.89;Sobrepeso
